label,start,stop
female,0.0,5.55
male,5.73,8.61
male,9.19,10.51
male,10.77,10.99
male,11.15,11.73
male,11.74,11.76
male,12.05,12.27
male,13.17,13.5
male,17.23,17.68
male,19.53,20.69
male,21.89,22.7
male,22.83,23.3
male,24.36,25.92
male,26.39,27.96
male,31.45,32.76
male,33.63,35.25
male,35.47,35.99
male,36.33,37.21
male,37.3,37.78
male,37.98,38.73
male,38.76,39.6
male,39.73,40.49
male,40.85,42.32
male,43.58,44.78
male,44.8,48.28
female,48.89,51.135000000000005
male,51.135000000000005,52.76
male,55.17,57.16
female,57.26,58.76
female,58.84,61.47
