label,start,stop
male,0.08,2.23
male,2.51,5.12
male,5.43,5.65
male,5.89,6.5
male,6.61,8.77
male,9.78,11.67
male,12.06,12.67
male,14.47,15.02
male,15.53,16.15
male,18.44,20.09
male,21.32,21.84
male,24.42,26.3
male,26.71,27.75
male,27.76,30.005000000000003
female,30.005000000000003,31.23
male,32.58,34.825
female,34.825,36.67
male,36.69,36.75
male,36.85,37.08
male,37.79,40.73
male,40.79,41.13
male,41.89,43.75
male,45.24,45.73
male,47.83,48.32
male,50.33,52.88
male,53.52,54.02
male,54.31,55.99
male,57.35,57.77
female,58.2,60.47
