label,start,stop
male,0.01,1.03
male,1.04,1.49
male,1.64,2.25
male,2.57,2.6
male,2.71,4.97
male,4.99,5.5
male,6.04,6.81
male,7.34,8.31
male,8.33,8.83
male,9.16,12.9
male,13.02,15.39
male,15.44,16.34
male,16.67,17.03
male,20.14,22.384999999999998
female,22.384999999999998,25.384999999999998
male,25.384999999999998,26.73
female,27.28,28.82
male,29.16,30.13
female,30.69,32.47
female,33.19,39.04
male,39.27,47.55
male,48.12,51.864999999999995
female,51.864999999999995,53.3
female,53.45,55.695
male,55.695,59.68
female,59.82,61.88
