label,start,stop
female,0.1,2.3449999999999998
male,2.3449999999999998,3.8449999999999998
female,3.8449999999999998,10.09
female,10.13,13.58
female,14.26,17.73
female,17.88,20.19
female,20.43,22.0
female,22.16,24.06
female,24.2,25.34
female,25.69,27.34
female,27.39,28.55
female,29.16,32.05
female,32.14,34.13
female,34.18,36.2
female,36.39,37.86
female,38.03,41.81
female,41.82,42.65
female,42.87,43.47
female,43.48,44.74
female,44.86,46.19
female,46.52,52.25
female,52.3,55.91
female,56.19,56.97
female,57.17,59.12
male,59.27,60.1
male,60.14,60.54
