label,start,stop
male,0.01,1.83
male,2.09,3.02
male,4.08,4.47
female,4.76,5.41
male,6.85,7.7
male,8.06,9.03
female,10.21,11.4
male,13.64,14.02
female,15.36,17.34
female,17.83,18.74
female,19.26,20.5
male,20.81,23.28
male,23.65,24.79
male,24.95,25.85
female,26.82,28.35
male,28.39,29.27
male,29.36,30.39
male,30.48,33.1
male,34.92,35.41
male,36.89,37.71
male,38.2,41.1
male,41.15,42.26
male,42.32,46.28
male,46.48,49.47
male,49.67,50.26
male,51.48,53.45
male,57.37,57.41
male,57.48,57.71
male,57.8,58.69
male,60.04,60.7
male,61.26,61.75
