label,start,stop
male,0.05,1.62
male,2.96,4.24
male,4.31,6.09
male,7.33,8.63
male,9.35,10.33
male,10.35,11.35
female,11.7,14.89
female,15.08,16.42
female,16.64,19.57
male,20.48,23.26
male,23.72,27.67
male,28.07,31.39
male,31.48,32.75
male,32.94,34.98
male,35.35,35.94
male,35.97,37.99
male,38.15,40.42
male,41.04,42.16
male,42.23,43.8
male,44.06,48.51
male,49.04,49.45
male,49.56,50.07
male,50.42,51.15
male,51.24,52.49
male,52.74,53.42
male,53.76,54.22
male,54.45,58.15
male,58.19,58.36
male,58.38,58.96
male,59.0,60.14
male,60.7,61.47
