label,start,stop
male,0.09,1.01
male,1.22,2.9
male,3.25,3.69
male,3.91,5.34
male,5.43,7.37
male,7.54,9.25
male,9.4,9.9
male,9.95,9.98
male,10.1,11.65
male,11.81,13.19
male,13.37,16.3
male,16.38,18.59
male,18.62,20.15
male,20.29,21.97
male,22.21,22.99
male,23.31,24.64
male,24.87,27.89
male,28.07,29.28
male,29.43,32.87
male,33.39,34.46
male,34.58,37.45
male,38.18,39.5
male,39.57,42.1
male,42.14,45.94
male,46.27,48.2
male,48.32,50.26
male,50.61,51.95
male,52.33,54.81
male,54.96,56.32
male,56.67,58.75
male,58.89,60.83
