start,stop,label
0.0,9.130000114440918,speech
9.130000114440918,10.0,nonspeech
10.0,19.020000457763672,speech
19.020000457763672,20.0,nonspeech
20.0,23.059999465942383,speech
23.059999465942383,24.26999855041504,nonspeech
24.26999855041504,29.989999771118164,speech
29.989999771118164,31.989999771118164,nonspeech
31.989999771118164,40.38999938964844,speech
40.38999938964844,46.30999755859375,nonspeech
46.30999755859375,53.709999084472656,speech
53.709999084472656,55.88999938964844,nonspeech
55.88999938964844,58.79999923706055,speech
58.79999923706055,60.032,nonspeech
