start,stop,label
0.0,15.309999465942383,speech
15.309999465942383,22.65999984741211,nonspeech
22.65999984741211,24.279998779296875,speech
24.279998779296875,27.149999618530273,nonspeech
27.149999618530273,28.31999969482422,speech
28.31999969482422,30.0,nonspeech
30.0,39.98999786376953,speech
39.98999786376953,42.939998626708984,nonspeech
42.939998626708984,47.27000045776367,speech
47.27000045776367,49.68000030517578,nonspeech
49.68000030517578,49.98999786376953,speech
49.98999786376953,51.68000030517578,nonspeech
51.68000030517578,61.376,speech
