start,stop,label
0.0,16.010000228881836,nonspeech
16.010000228881836,17.93000030517578,speech
17.93000030517578,20.0,nonspeech
20.0,26.15999984741211,speech
26.15999984741211,26.779998779296875,nonspeech
26.779998779296875,29.65999984741211,speech
29.65999984741211,30.0,nonspeech
30.0,39.09000015258789,speech
39.09000015258789,40.0099983215332,nonspeech
40.0099983215332,46.689998626708984,speech
46.689998626708984,50.0,nonspeech
50.0,56.23999786376953,speech
56.23999786376953,58.959999084472656,nonspeech
58.959999084472656,60.032,speech
