start,stop,label
0.0,4.799999713897705,nonspeech
4.799999713897705,6.679999828338623,speech
6.679999828338623,8.460000038146973,nonspeech
8.460000038146973,9.5,speech
9.5,10.0,nonspeech
10.0,12.0,speech
12.0,18.760000228881836,nonspeech
18.760000228881836,19.989999771118164,speech
19.989999771118164,26.26999855041504,nonspeech
26.26999855041504,28.68000030517578,speech
28.68000030517578,33.63999938964844,nonspeech
33.63999938964844,35.540000915527344,speech
35.540000915527344,38.70000076293945,nonspeech
38.70000076293945,41.459999084472656,speech
41.459999084472656,44.279998779296875,nonspeech
44.279998779296875,45.81999969482422,speech
45.81999969482422,49.80999755859375,nonspeech
49.80999755859375,51.0099983215332,speech
51.0099983215332,60.181,nonspeech
