start,stop,label
0.0,1.2400000095367432,nonspeech
1.2400000095367432,8.399999618530273,speech
8.399999618530273,16.219999313354492,nonspeech
16.219999313354492,19.799999237060547,speech
19.799999237060547,30.0,nonspeech
30.0,33.46999740600586,speech
33.46999740600586,36.2599983215332,nonspeech
36.2599983215332,38.75,speech
38.75,40.0,nonspeech
40.0,41.86000061035156,speech
41.86000061035156,46.68000030517578,nonspeech
46.68000030517578,57.279998779296875,speech
57.279998779296875,60.0,nonspeech
60.0,60.651,speech
