start,stop,label
0.0,12.569999694824219,nonspeech
12.569999694824219,16.3799991607666,speech
16.3799991607666,19.799999237060547,nonspeech
19.799999237060547,21.779998779296875,speech
21.779998779296875,24.059999465942383,nonspeech
24.059999465942383,25.329999923706055,speech
25.329999923706055,26.799999237060547,nonspeech
26.799999237060547,29.989999771118164,speech
29.989999771118164,31.170000076293945,nonspeech
31.170000076293945,47.91999816894531,speech
47.91999816894531,60.0,nonspeech
60.0,60.864,speech
